ID,Nom de la filiale,Pays,Région,Secteur d'activité,Type de production,Volume de production,Coût de production,Prix de vente,Revenu,Dépenses,Profit,Nombre d'employés,Taux d'accidents,Investissements en RD,Emissions de CO2,Efficacité énergétique,Date de création de la filiale,Date de dernier rapport financier,Note ESG,Statut légal,Part de marché
98,Clay-Nelson,Belgium,East Bill,Distribution,Gaz,1273,75750.29475175383,283783.9973865086,453206.9823616821,251316.5841159717,160265.447091948,892,8.41596763836472,35958.47540760063,1840.902207545581,52.63081315518538,2020-02-26,2023-02-15,29.73,Privée,54.43
99,Smith Ltd,Reunion,North Ashleystad,Renouvelables,Hydroélectrique,5230,191753.9306512318,235312.36100073365,586021.9259962328,328341.3515959338,439704.0190617231,765,0.3537433155482294,351628.829861995,3357.937986076471,38.57904568322539,2006-03-29,2023-08-30,68.78,Publique,0.34
100,"Jackson, David and Johnson",Kuwait,Port Stephaniemouth,Renouvelables,Éolien,7790,482091.38684639183,402425.3704479584,229543.69661830648,104990.21748665902,294913.6615530171,2416,6.197117054512318,70229.9645983431,5833.239842848993,40.84229976007053,2017-04-02,2023-03-28,47.86,Partenariat,22.25
101,Brown-Williams,Congo,Kathleenfort,Raffinage,Éolien,7773,436595.9133694109,235674.09272549575,357389.14652939176,310464.2081198051,288874.86761585966,1403,4.761108486352777,263816.6715902232,7338.298865256538,40.71699866212349,2018-05-22,2023-12-19,12.96,Publique,89.18
102,Sullivan Group,Guernsey,Erinport,Production,Hydroélectrique,5913,274905.6559242702,68616.01182137517,320132.81355149945,61718.62901046054,181000.9793945319,1963,7.4330419072827425,151139.40235681983,4161.722284717403,62.2599106236535,2011-06-28,2023-05-15,76.55,Partenariat,68.09
103,Pitts PLC,Guinea,West Christine,Exploration,Pétrole,5618,484615.6343567257,94953.66717683994,993238.6013909637,450617.0478241511,286079.32822134043,4442,4.944142311178593,291781.41344713786,8043.620394416645,55.29860936821182,1995-04-04,2023-06-20,47.16,Publique,60.42
104,Williams-Tran,Japan,Beckerfort,Exploration,Hydroélectrique,2550,269113.83689396904,107208.63236298924,467099.1861889277,190455.49351145895,171133.85129198662,2267,3.2553165362425185,440796.88984436507,7904.422638835436,27.64080434897807,2010-05-31,2024-01-02,92.2,Publique,2.16
105,Ferguson-Mills,Saint Helena,East Paul,Renouvelables,Solaire,9365,73664.16159715736,208765.0774053796,510035.9805917372,76350.360667911,280611.4246776935,4393,6.70137174571992,168892.03573016,3628.171732223766,28.98388621769993,2004-05-01,2023-02-12,2.9,Privée,91.75
106,"Calhoun, Mitchell and Chavez",Malta,New Heatherport,Exploration,Solaire,4962,255332.0404759324,275948.5832391169,976879.2828991208,251487.6076718286,285002.2757446025,2119,9.31006967786973,322610.46596008306,1461.1149053362503,11.464726591611006,2008-03-25,2023-05-03,19.97,Privée,50.22
107,"Mcmillan, Collins and Brown",New Caledonia,New John,Production,Hydroélectrique,658,297636.0592934304,388594.441571502,298337.1709895143,241277.3790351747,194241.1778962617,1883,4.919969365532038,120231.25386261288,6713.534117984772,32.28836279047383,1997-03-20,2023-07-10,15.48,Publique,57.23
108,"Poole, Jackson and Le",Solomon Islands,West Erin,Distribution,Solaire,939,141638.20253204944,213078.2718442908,207667.1191512921,105175.22967251496,127602.95390341915,4394,2.028728298920577,207722.48291647853,194.71050495432127,51.14069400343633,2009-05-09,2023-01-07,10.38,Partenariat,58.71
109,"Blevins, Weaver and Gonzalez",Puerto Rico,East Denisemouth,Exploration,Hydroélectrique,3120,182376.17359175024,115544.1381051342,903567.5587800336,438362.1851891675,232355.81995732212,523,0.9067454671860232,311214.2684526058,5461.1778833757735,32.204440099093574,2012-09-09,2023-11-05,71.26,Privée,61.67
110,"Chambers, Lin and Hernandez",Sudan,South Jaclynshire,Renouvelables,Hydroélectrique,4053,156798.75847613125,427485.2123205245,819355.7511168238,290409.0152123271,336820.6459792708,1515,1.298376644852535,300437.3918272825,4875.942556581485,91.31386778109903,1997-07-14,2023-08-16,1.57,Privée,51.94
111,"Lane, Schultz and Manning",Pitcairn Islands,New Patrick,Renouvelables,Pétrole,2277,413811.5043111168,230759.7528362985,127494.5885146132,88268.83507477373,440664.707707541,4588,1.1579850871334685,185804.9094671562,4712.228147574619,28.875707941551077,2019-07-28,2023-10-23,57.27,Partenariat,43.46
112,Oconnor PLC,Bulgaria,East Kyleberg,Distribution,Solaire,334,483074.8555821024,455870.2708620374,925488.780280002,190720.45082315576,414835.8215370602,4789,6.16256036613261,158848.3881921948,4731.904663192755,86.1923092419167,1997-11-11,2023-05-31,36.37,Publique,54.5
113,Mills Inc,Vietnam,Lake Benjaminfurt,Raffinage,Solaire,841,105253.76283371032,308479.4706465786,681557.1303458096,328235.62063213903,228082.7450064363,2239,9.430617387172592,82073.85413909279,3607.84286938872,81.4631994699892,2019-12-25,2023-02-08,90.08,Partenariat,41.7
114,"Smith, King and Meyer",Iceland,Taylormouth,Raffinage,Pétrole,7752,398714.6496796128,417983.822059002,189475.57381159207,185070.51688593777,183942.75543259844,62,3.493491639967377,321122.9846316788,7311.503948974421,47.00164897521231,2005-12-25,2023-05-20,6.79,Privée,82.46
115,Ferguson-Jones,Albania,Diazfort,Raffinage,Pétrole,2748,150486.19226826204,356437.6364343524,897603.1764422281,202407.25848840683,344708.79065050976,3896,4.92312852406617,58243.98751635524,1036.1002036676773,46.12874427064936,2008-10-22,2023-10-14,89.97,Partenariat,56.74
116,Conner Group,Libyan Arab Jamahiriya,Seanbury,Raffinage,Hydroélectrique,4883,300548.00180669135,436767.30117381306,587399.5334035668,494850.0613088938,336898.0456602084,1431,8.884593598986552,467876.1991694933,6078.246933734891,78.43936606590452,1996-05-16,2023-02-05,0.17,Privée,19.52
117,Estes Group,Ireland,Johnsonchester,Exploration,Pétrole,6384,304321.40448465967,334418.119193589,332811.77763768187,132860.26195787103,458046.0939150511,4611,8.532018205110598,378560.253904894,5808.688867086952,42.17249366068023,2000-03-28,2023-04-14,72.22,Publique,38.15
118,Mcgee-Bradley,Gibraltar,Jonesfort,Exploration,Hydroélectrique,7302,292676.23267252045,170271.34300187038,209778.0156149568,87969.15580688408,324999.6551807196,717,8.793829515258833,303518.74196499016,941.9805986197172,84.06634901516514,2005-03-02,2023-11-20,99.38,Publique,25.5
119,"Smith, Evans and Booth",Vanuatu,West Gina,Production,Éolien,9905,192828.41772996585,540122.3020334024,788425.7308743523,130389.9079775116,353101.80442565586,1523,3.0262060837383595,329365.7883612989,8440.994188919418,11.700840699498553,2011-04-25,2023-12-09,26.47,Partenariat,25.34
120,Saunders-Nelson,Bouvet Island (Bouvetoya),Jenniferfurt,Renouvelables,Solaire,5625,496943.3460902659,296141.84261787485,872180.0520001614,128199.83413802432,349497.93071145786,1167,3.675906123479521,318711.1011295844,5190.067414581166,62.350322941307255,2016-09-27,2023-04-23,45.92,Publique,36.05
121,"Young, Evans and Fox",Guinea,Robertberg,Renouvelables,Solaire,7526,68618.12991197415,152822.76411192,875278.1102915256,404866.2954959879,215294.17556080743,2085,4.582069610778868,112291.21250036272,2866.58880967007,85.6597866621793,2018-12-24,2023-07-21,57.04,Partenariat,25.79
122,"Miller, Wright and Hopkins",Uganda,Loriville,Renouvelables,Gaz,9814,385438.5705252016,447202.0767581756,214187.75271216445,363263.80301968544,219807.14255647635,2343,9.159582292772106,29530.64462576829,424.91523862910697,93.2567347799205,2022-11-15,2023-08-07,92.34,Partenariat,82.88
123,Thompson and Sons,Jamaica,West Leslie,Exploration,Éolien,9177,159824.38808407998,196052.32793271303,867456.8537659103,162612.91514407145,80626.01928499593,3341,9.972284418797791,392155.6356164724,7189.884011047434,99.09885922607845,2012-12-20,2023-02-24,21.61,Privée,9.35
124,"Koch, David and Allen",Chile,Bradleyfurt,Raffinage,Gaz,7313,351903.64715081383,512237.1043175336,789756.0233222019,351626.0055854093,137930.97500054815,4449,9.86362650684246,394652.1322547779,589.0150887856921,33.06889049761168,1996-03-25,2023-01-27,49.84,Publique,57.09
125,Greer-Hogan,Zambia,Erinburgh,Production,Hydroélectrique,4381,286711.19075000414,572354.9413323698,225403.503979035,380565.4103513802,148364.50571659516,4025,1.1597244059590417,99319.7835910713,9697.972029023653,16.932631549108947,1997-08-15,2023-07-10,27.79,Publique,17.66
126,Kennedy-Hernandez,Mali,Griffithburgh,Production,Hydroélectrique,3808,109468.3071281578,283157.26453977526,212766.94757346905,407869.3305367575,336239.0958541107,1889,0.9462628534818828,449910.0563877261,6435.921708733138,69.44931261076727,2008-04-08,2023-07-21,2.26,Privée,60.33
127,"Martin, Patel and Hampton",Congo,South Robertview,Raffinage,Hydroélectrique,1762,205690.1679043694,285739.3951327321,640414.1029503467,486771.2572199052,39551.87699838691,1146,8.057473999133348,368781.7407342462,4880.432958961364,29.22428935057863,2022-03-04,2023-07-30,20.82,Partenariat,71.86
128,Perez Group,Sri Lanka,Melissaton,Distribution,Éolien,3020,372642.2143861504,471016.4926490193,700603.8684152964,297871.2993034176,54698.69955321262,4999,4.402478812571023,96046.27801635744,4572.889591776423,75.01022634916085,2012-10-30,2023-01-23,9.47,Partenariat,56.63
129,Benjamin-Coleman,Saint Vincent and the Grenadines,Dominguezfort,Production,Gaz,9954,366027.5371494967,571209.0504053488,687826.9894737845,177407.1835191006,393882.5772061356,787,7.958847270501984,256487.8895441107,9823.949911220032,48.087401699814926,2023-04-26,2023-09-30,18.57,Partenariat,98.0
130,Maxwell-Jacobson,Morocco,Arnoldland,Distribution,Pétrole,9120,355335.50195061904,299193.7109609469,455633.44837481977,360811.785395192,242954.50512928213,105,4.218897508687691,341872.4455887887,6395.348565366373,80.66422376682287,2000-06-05,2023-06-28,34.58,Publique,71.09
131,Palmer-Odonnell,Tunisia,New Kennethfort,Raffinage,Éolien,4364,110710.5122459226,558880.1075652421,117216.09515092953,385969.3394093259,58981.05809517682,2606,5.800087226942691,293223.1083533259,8466.101714953204,19.365106123593016,2021-12-16,2023-10-29,56.47,Publique,2.3
132,Washington and Sons,Taiwan,West Alyssa,Production,Pétrole,3207,353474.4537066341,559701.9947324628,983493.661309488,337280.0662346511,-25185.809081899548,66,4.004280256080987,372342.6699493877,9543.62640849379,34.939272582450954,2014-04-06,2023-02-19,4.29,Partenariat,10.48
133,Salas PLC,Latvia,West Michellefort,Raffinage,Gaz,7566,462318.2004709061,434261.1883112668,147595.71450101232,387650.58525053365,142129.01266557726,2993,4.915736020429909,47126.91476509276,699.9760105351239,75.38679015081298,1999-01-29,2023-12-19,71.6,Partenariat,52.82
134,Robinson-Jensen,Dominican Republic,Sandersport,Raffinage,Hydroélectrique,1295,125042.36313708196,553361.6452365962,217096.3354328766,324827.38805501326,459378.32814744685,352,9.310404417368389,273977.79876829265,8052.271629442072,10.144164966657955,2006-04-14,2023-11-26,90.82,Privée,98.7
135,Hicks-Snyder,Japan,Williamsborough,Exploration,Éolien,8309,325451.8357622802,269413.2249521809,694675.6835975382,367895.0028148417,-42033.42588203111,59,8.954096637251979,451713.0935581379,7564.414672545454,59.827189153069305,2022-04-01,2023-11-11,13.73,Privée,9.57
136,Burnett LLC,Taiwan,Carterberg,Exploration,Solaire,5013,71884.44053447693,533158.4998869923,419060.7885166875,374035.4582255802,370632.2581484134,3965,1.4736392134803011,104549.03264474154,2583.2353635634054,99.16012469939284,1999-01-19,2023-12-26,7.07,Publique,70.81
137,Miller PLC,Somalia,North Randymouth,Distribution,Solaire,8017,338886.25911832764,95541.0046988496,733292.2491517178,144356.03294111614,21538.76053698997,2820,2.5002599530123373,275466.56263342034,4972.7224349826265,61.84673075261199,2020-06-20,2023-01-22,48.26,Publique,68.93
138,Davis LLC,Ukraine,Lake Christian,Raffinage,Pétrole,6320,197806.14771159703,490116.6798425877,380974.4094431956,279134.1861959806,362459.6094323939,2133,3.304105061333394,143562.79613999918,3947.956978706332,77.10476448820694,1999-09-21,2023-01-07,74.15,Privée,6.85
139,Matthews-Tran,Egypt,Quinnfurt,Raffinage,Pétrole,4451,391692.596354024,448032.4134526425,510067.6460510566,67634.05586228102,145394.94101224726,1285,1.5724941938251913,403359.3627821381,2387.184398890207,46.41292233821471,2008-08-24,2023-09-03,60.72,Partenariat,30.13
140,Chapman-Morris,Faroe Islands,New Ericmouth,Distribution,Éolien,3191,470461.3483096698,145524.29667184694,837443.7028943186,218480.6035544125,179675.7200156006,789,1.7541814221806171,102417.3053312924,6791.090592439102,18.71314720865257,2010-06-20,2023-08-17,21.19,Partenariat,16.27
141,"Cooper, Gray and Vaughan",Kiribati,Cynthiaton,Raffinage,Hydroélectrique,1796,359938.0248940256,142754.32868779573,499579.7103781232,459467.0816977285,310516.3027253875,3535,3.840399367440088,354820.97817516123,7421.130413533857,25.258632031465293,2011-10-20,2023-11-28,10.63,Publique,63.79
142,Taylor and Sons,Bahrain,North Williamhaven,Raffinage,Solaire,8263,312477.35770951264,151075.37319020444,641628.9926403107,390651.2111120884,310893.9648710887,1161,7.048707790705854,209878.4892787361,6448.783566317635,95.72328744618945,2002-08-02,2023-11-26,9.76,Privée,75.86
143,"Rose, Decker and Jones",Timor-Leste,North Kimberly,Raffinage,Gaz,1640,194659.44122492065,66312.24017411111,454437.541052808,181915.00891820088,164949.76181932588,1443,5.459300259958672,151967.48263275807,7074.366587478655,12.03438370871225,1995-08-12,2023-01-08,33.9,Partenariat,76.91
144,Watkins PLC,Morocco,Garciatown,Renouvelables,Solaire,9105,481277.77438960393,441927.8679841304,540740.3605891755,325164.436988237,254063.895585278,1989,7.158780536589074,49323.41913753474,1248.5066234888334,33.69280329815936,2007-04-10,2023-08-06,46.14,Partenariat,68.91
145,Duncan-Atkins,Saudi Arabia,East Kevinborough,Renouvelables,Gaz,1844,156594.28435618922,393695.1144133379,656177.2175152224,321766.58605998056,98337.97161635928,4902,8.174922175253158,49799.84464316514,4568.332294581628,49.98220128857725,2012-10-06,2023-01-05,18.07,Partenariat,89.93
146,Brown Ltd,Andorra,West Jack,Production,Hydroélectrique,8121,469573.37564480095,481766.1793547687,413369.4789538853,422265.47146737424,139626.10215420264,3056,8.553383231937799,165176.55068656523,1698.042603247694,64.72611304937833,2012-12-02,2023-07-01,46.97,Publique,64.51
147,"Moore, Young and Shepherd",Croatia,West Maria,Exploration,Pétrole,8326,357857.01232829987,568241.2411118125,706867.9551292021,187103.27030916957,442890.465504309,1547,8.630995075807128,491548.6589017759,1857.778080499762,33.45736645881029,2013-06-05,2023-10-11,9.24,Publique,31.1
148,Owen LLC,Togo,Rodriguezton,Production,Solaire,850,381398.60626167787,273131.2333297271,228452.65806231517,324915.7030880348,9393.527331938036,2196,0.169095999374268,185076.4230301772,5094.735186391182,65.1464098224915,2022-01-27,2023-07-30,0.05,Partenariat,59.8
149,"Schwartz, Reeves and Jenkins",Trinidad and Tobago,South Robertport,Exploration,Éolien,1730,79967.86670701073,60516.55464741043,302656.96125480306,377428.5570164244,190146.26192095943,1455,7.01495826597728,390476.0057846064,9904.70342561007,47.835094281380215,2021-05-24,2023-03-06,14.16,Privée,50.1
150,Medina-Chavez,Greece,Dustinhaven,Production,Gaz,9330,107389.59099729118,136155.6324423895,422111.3173072301,205897.84783232588,212616.8629317134,4399,8.35292850603313,345260.0962970633,6919.132573243068,54.58417339827719,2014-05-23,2023-02-25,70.87,Publique,17.95
151,"Brooks, Nichols and Mason",British Virgin Islands,Port Jonathanshire,Distribution,Gaz,4169,472327.50440486905,139970.5192418443,363906.72452370834,446799.4721969096,389367.3925531436,487,8.389486218152019,329438.9415210959,8332.160523692375,95.80655414785188,2014-09-08,2023-10-01,87.77,Partenariat,58.89
152,"Silva, Bernard and Holmes",Slovenia,Port Dorisville,Production,Pétrole,9317,311403.9104887129,224479.1435612825,885893.0210277463,424301.3013424111,361479.1121124885,804,0.4663168634356973,403108.2812610834,2195.4256129894948,78.28369960935773,2001-01-15,2023-10-08,59.13,Publique,0.76
153,"Day, Pierce and Reid",Palestinian Territory,Loweside,Production,Gaz,3369,365950.07622564846,538357.2440644011,621207.4754535784,471839.3142042339,123108.86335186078,4134,8.569458583355361,463076.365689054,2969.6842719065357,65.4149408968284,2010-08-04,2023-02-13,80.15,Partenariat,45.05
154,Brown PLC,Brunei Darussalam,Nielsenside,Exploration,Gaz,7736,338782.650514078,561846.1509068506,714061.0334339037,82403.67503903012,107997.82508158791,4187,1.947131700785223,396748.2351088077,7688.700493545236,84.3631586511595,2021-09-13,2023-01-11,72.68,Privée,21.48
155,Bolton and Sons,Morocco,Lake Christine,Production,Hydroélectrique,3442,204306.11207939807,110859.13294175558,818051.3899707742,149874.95230669098,-3190.10231572864,1005,6.074338570106269,348892.5957622245,5249.560417823214,79.86440899393268,2014-08-11,2023-01-23,35.3,Partenariat,47.96
156,Schneider-Bell,Korea,Smithchester,Distribution,Éolien,3112,472356.0647265354,372451.2466313144,773972.1055301683,299728.4194364436,251990.3050449257,3045,9.546748466350062,344268.51652006,3243.144852304813,23.89190458587432,2022-09-02,2023-02-25,53.3,Partenariat,38.31
157,Wolf-Brown,Togo,South Claire,Exploration,Hydroélectrique,760,136396.110945307,221620.57750228955,162841.36341380305,166970.7452788489,431780.2649633047,264,7.136575874104207,130521.77482179747,1430.3200816453932,86.95921613727896,2010-02-06,2023-02-19,72.23,Privée,81.9
158,"Robinson, Johnson and Lucero",Cocos (Keeling) Islands,East Christine,Distribution,Solaire,7177,322450.32020412345,525131.9404245947,886979.5121217718,164846.69810095918,215634.83857620577,2308,2.1812600077236066,401377.2825391148,894.150647053815,74.48668335943009,2005-08-31,2024-01-02,49.49,Publique,37.83
