ID_Client,Pays,TypeAbonnement,AppareilPrincipal,StatutCompte,GenrePrefere,ModePaiement,LanguePreferee,DateInscription,DateDernierPaiement,DateDebutAbonnement,DateFinAbonnement,DureeTotaleVisionnage,NombreConnexionsMois,MontantDernierPaiement,AgeUtilisateur,NombreFilmsRegardes,NombreEpisodesRegardes
714,Japon,Basic,Mobile,Annulé,Documentaire,Virement,Hindi,2020-04-02,2018-05-10,2020-10-02,2023-01-20,1749,51,9.65,58,42,214
715,France,Standard,Mobile,Actif,Sci-Fi,Carte de crédit,Allemand,2019-11-16,2020-02-09,2015-08-10,2022-03-05,3788,81,9.72,25,57,65
716,Japon,Premium,Mobile,Actif,Comédie,Chèque,Espagnol,2015-05-31,2016-10-30,2019-12-17,2023-11-27,3382,2,11.75,42,1,290
717,Japon,Premium,Tablette,Actif,Comédie,Chèque,Japonais,2017-09-07,2023-03-14,2021-10-17,2022-01-29,4127,74,15.13,41,81,60
718,USA,Premium,TV,Actif,Action,Chèque,Allemand,2015-03-08,2019-10-20,2020-03-12,2020-06-25,3647,44,6.84,71,89,65
719,Canada,Premium,TV,Suspendu,Action,Chèque,Japonais,2016-04-07,2020-08-27,2017-04-10,2023-06-02,2576,63,11.48,29,94,55
720,France,Premium,TV,Annulé,Action,Carte de crédit,Allemand,2019-05-01,2017-06-11,2021-02-05,2021-05-16,3039,22,6.5,59,37,295
721,Inde,Basic,Mobile,Suspendu,Action,Carte de crédit,Japonais,2023-04-20,2021-06-12,2018-04-22,2019-12-23,926,74,10.29,63,58,203
722,Canada,Standard,TV,Annulé,Action,PayPal,Hindi,2023-07-03,2021-10-21,2020-12-22,2021-05-17,3402,74,11.38,22,48,282
723,Allemagne,Standard,Mobile,Suspendu,Comédie,Carte de crédit,Anglais,2015-11-13,2020-06-04,2015-09-10,2016-06-05,2917,70,8.87,62,35,223
724,Japon,Standard,TV,Annulé,Comédie,PayPal,Hindi,2023-03-20,2015-08-16,2023-10-06,2023-10-29,4294,66,8.53,72,10,150
725,France,Basic,Tablette,Actif,Comédie,PayPal,Français,2023-05-26,2017-08-07,2017-12-10,2019-04-20,3954,56,14.39,23,10,184
726,France,Standard,Tablette,Annulé,Horreur,Chèque,Japonais,2015-04-28,2022-07-06,2017-12-13,2018-07-15,4903,82,13.66,60,33,11
727,Brésil,Basic,PC,Actif,Drame,Chèque,Hindi,2022-11-16,2021-04-17,2018-11-25,2019-04-24,2545,51,11.99,59,76,37
728,Japon,Standard,Mobile,Suspendu,Comédie,Virement,Français,2023-10-24,2020-08-18,2023-04-20,2024-02-03,557,45,11.02,69,1,294
729,Japon,Premium,Tablette,Annulé,Sci-Fi,Carte de crédit,Anglais,2020-10-24,2023-02-19,2016-10-07,2017-04-28,1772,85,9.16,56,58,261
730,Brésil,Basic,Mobile,Annulé,Drame,Carte de crédit,Espagnol,2017-03-02,2023-04-12,2015-04-03,2015-11-02,3807,37,6.61,66,69,228
731,USA,Standard,Mobile,Annulé,Action,Chèque,Anglais,2015-06-29,2021-01-14,2016-08-20,2017-03-11,4290,18,10.22,72,59,167
732,Japon,Basic,Mobile,Annulé,Comédie,Carte de crédit,Espagnol,2020-05-11,2022-09-12,2018-11-18,2019-02-14,974,30,15.78,60,11,297
733,Japon,Premium,PC,Annulé,Action,Carte de crédit,Japonais,2017-01-24,2017-11-06,2023-09-04,2023-12-03,1721,31,13.98,63,12,125
734,Allemagne,Basic,Mobile,Actif,Sci-Fi,Chèque,Français,2016-07-26,2020-11-29,2018-07-26,2019-02-24,2515,92,6.83,43,73,296
735,Brésil,Premium,Tablette,Annulé,Drame,Virement,Anglais,2020-02-25,2022-12-02,2022-04-21,2022-11-02,1239,97,6.84,51,95,264
736,Inde,Premium,Tablette,Suspendu,Action,Virement,Français,2022-08-13,2016-03-02,2018-09-14,2018-10-04,1961,67,6.41,55,98,215
737,Inde,Basic,TV,Suspendu,Documentaire,Chèque,Hindi,2019-03-14,2015-02-04,2017-06-12,2017-08-11,4802,55,8.13,58,26,127
738,Japon,Premium,TV,Suspendu,Comédie,Virement,Allemand,2019-05-09,2022-11-23,2022-08-09,2022-09-29,3205,95,10.69,70,80,283
739,Brésil,Premium,TV,Suspendu,Horreur,Chèque,Espagnol,2015-01-01,2018-06-11,2023-04-24,2023-05-27,1619,8,15.09,67,53,68
740,France,Premium,PC,Suspendu,Drame,Virement,Japonais,2015-05-19,2016-09-05,2021-06-11,2021-08-09,620,56,8.5,39,37,83
741,Brésil,Premium,TV,Annulé,Comédie,PayPal,Hindi,2017-04-28,2016-02-20,2021-01-15,2021-04-17,3056,62,6.48,73,39,128
742,Canada,Basic,TV,Suspendu,Drame,Chèque,Anglais,2022-05-03,2018-07-24,2020-04-22,2020-07-18,2953,14,14.33,29,49,51
743,Japon,Standard,PC,Actif,Action,PayPal,Japonais,2023-06-19,2016-12-10,2022-02-04,2022-12-30,1994,0,13.53,34,89,131
744,Allemagne,Premium,TV,Annulé,Horreur,PayPal,Anglais,2020-06-03,2015-05-18,2018-03-09,2023-10-20,492,5,13.98,26,63,200
745,Canada,Basic,PC,Actif,Drame,Virement,Espagnol,2016-03-27,2019-11-07,2022-01-30,2022-11-18,2342,94,8.9,56,56,239
746,USA,Basic,TV,Suspendu,Drame,Chèque,Japonais,2022-10-29,2019-06-13,2016-02-20,2019-10-24,2013,27,12.72,20,64,49
747,Inde,Standard,TV,Annulé,Documentaire,Chèque,Français,2018-01-02,2023-02-14,2019-01-01,2020-10-28,1983,3,12.67,59,78,258
748,France,Basic,TV,Suspendu,Documentaire,Virement,Espagnol,2015-08-28,2016-03-26,2021-05-01,2021-09-27,1162,1,8.15,30,80,3
749,Canada,Basic,Mobile,Annulé,Action,Virement,Allemand,2017-04-22,2016-02-16,2015-11-30,2015-12-07,1394,15,9.02,19,63,39
750,Allemagne,Basic,TV,Suspendu,Documentaire,Chèque,Français,2021-07-22,2023-06-08,2020-03-11,2021-07-07,2846,4,6.7,45,2,55
751,France,Premium,Mobile,Actif,Comédie,Virement,Français,2017-07-25,2017-12-19,2020-10-02,2021-08-31,4901,42,8.03,41,69,157
752,Japon,Basic,PC,Actif,Action,Virement,Espagnol,2023-08-09,2018-01-03,2022-02-09,2022-11-02,1716,42,14.85,42,74,297
753,Japon,Basic,Mobile,Suspendu,Action,PayPal,Japonais,2017-12-07,2016-09-03,2023-12-06,2024-08-04,708,28,6.48,70,43,257
754,USA,Standard,Tablette,Actif,Action,Virement,Anglais,2023-05-06,2017-12-11,2015-04-15,2015-11-07,419,82,13.58,42,68,137
755,Allemagne,Basic,Mobile,Suspendu,Drame,PayPal,Allemand,2023-02-08,2018-07-03,2018-05-06,2022-02-11,2911,32,10.65,52,10,124
756,Japon,Basic,PC,Actif,Action,Virement,Allemand,2018-02-11,2021-03-06,2017-08-21,2020-03-22,771,29,9.25,61,37,273
757,Brésil,Premium,Mobile,Actif,Action,Virement,Japonais,2022-08-01,2023-03-06,2017-12-13,2018-01-13,2235,1,14.58,68,50,168
758,USA,Premium,TV,Actif,Drame,Carte de crédit,Allemand,2022-03-25,2020-09-20,2018-04-21,2018-08-14,3907,93,11.83,46,72,33
759,Japon,Premium,TV,Suspendu,Horreur,Chèque,Hindi,2022-07-27,2022-06-16,2019-12-28,2021-02-18,1980,52,11.55,39,74,259
760,Canada,Premium,PC,Actif,Sci-Fi,Virement,Anglais,2023-09-14,2015-05-12,2015-12-27,2019-12-31,4382,84,14.95,56,90,190
761,Brésil,Premium,TV,Suspendu,Drame,Chèque,Français,2022-04-05,2020-09-19,2015-11-23,2019-10-23,4708,93,6.31,43,48,8
762,France,Basic,TV,Actif,Horreur,Chèque,Japonais,2020-10-02,2017-10-20,2015-12-24,2022-04-24,2078,8,9.17,60,38,175
763,Japon,Premium,Tablette,Annulé,Sci-Fi,Carte de crédit,Japonais,2021-07-04,2019-12-04,2015-05-02,2017-07-02,4888,39,6.1,30,57,125
764,USA,Standard,Mobile,Actif,Sci-Fi,Chèque,Français,2016-10-21,2015-10-15,2021-07-11,2022-05-03,2796,46,15.36,74,60,229
765,France,Premium,PC,Suspendu,Action,Chèque,Anglais,2016-12-23,2023-09-07,2022-04-21,2022-05-14,4559,93,13.77,20,94,299
766,USA,Basic,TV,Suspendu,Drame,PayPal,Hindi,2018-09-28,2020-12-02,2022-07-07,2023-06-06,4634,77,9.97,37,29,222
767,Japon,Basic,Tablette,Annulé,Documentaire,PayPal,Allemand,2020-07-21,2018-01-20,2016-02-09,2017-04-21,4016,14,14.14,25,54,231
768,Japon,Basic,Tablette,Actif,Action,Virement,Français,2019-02-17,2015-11-02,2021-05-28,2021-12-05,4678,45,7.73,27,92,117
769,Brésil,Premium,TV,Actif,Comédie,Chèque,Français,2020-08-29,2018-01-14,2019-12-12,2023-07-23,4606,99,8.27,49,57,167
770,Canada,Basic,PC,Actif,Horreur,Virement,Japonais,2023-07-06,2023-03-23,2021-05-03,2023-11-30,4763,75,9.68,68,29,183
771,Allemagne,Standard,Tablette,Annulé,Comédie,Carte de crédit,Japonais,2016-05-09,2023-03-16,2015-06-25,2022-01-10,3374,59,15.3,72,38,198
772,Inde,Basic,TV,Annulé,Documentaire,Carte de crédit,Français,2019-03-19,2022-04-09,2015-07-25,2020-06-04,2374,36,12.6,30,86,148
773,Canada,Basic,Mobile,Annulé,Sci-Fi,Virement,Japonais,2017-04-03,2016-05-08,2022-03-25,2022-09-19,4401,55,10.67,41,1,149
774,Japon,Standard,Tablette,Suspendu,Documentaire,PayPal,Anglais,2021-08-04,2022-04-13,2022-03-23,2023-03-10,740,25,9.37,71,65,176
775,USA,Basic,Tablette,Actif,Documentaire,PayPal,Français,2017-04-28,2020-12-23,2022-03-10,2022-05-18,2651,80,9.28,73,26,230
776,Brésil,Premium,PC,Annulé,Documentaire,Carte de crédit,Français,2017-08-18,2016-05-10,2016-04-13,2019-10-25,4213,29,7.32,30,88,145
777,Japon,Standard,TV,Suspendu,Action,PayPal,Français,2017-02-26,2017-02-12,2022-04-07,2022-09-20,3681,27,8.63,39,14,299
778,Allemagne,Basic,TV,Actif,Sci-Fi,Chèque,Hindi,2016-08-13,2020-08-25,2021-04-13,2021-11-04,1092,19,14.28,44,35,27
779,Allemagne,Basic,Tablette,Annulé,Action,Virement,Allemand,2015-02-14,2015-03-12,2016-08-02,2022-07-02,894,57,14.88,54,47,55
780,Inde,Basic,Mobile,Suspendu,Sci-Fi,Chèque,Hindi,2020-05-24,2022-09-16,2019-04-19,2019-05-10,4689,27,8.25,32,77,164
781,France,Standard,Mobile,Annulé,Documentaire,Chèque,Japonais,2016-12-21,2015-05-14,2021-12-26,2022-12-08,4148,78,11.87,32,19,292
782,Japon,Standard,PC,Suspendu,Drame,Carte de crédit,Anglais,2021-12-09,2017-08-02,2018-06-14,2020-09-19,2784,0,8.08,44,70,243
783,France,Basic,TV,Annulé,Action,Chèque,Français,2021-07-11,2018-09-09,2022-11-12,2023-10-10,1374,89,9.31,20,88,104
784,Brésil,Standard,Mobile,Annulé,Horreur,PayPal,Japonais,2016-07-25,2015-05-28,2023-10-07,2024-02-15,2145,67,9.23,24,80,54
785,Inde,Standard,Tablette,Suspendu,Horreur,Virement,Anglais,2022-11-11,2022-12-02,2019-10-02,2020-04-02,722,7,9.6,51,77,235
786,France,Basic,PC,Suspendu,Drame,PayPal,Hindi,2015-07-01,2023-06-30,2020-08-05,2020-10-13,4134,13,13.4,42,94,272
787,Brésil,Standard,TV,Suspendu,Comédie,Carte de crédit,Hindi,2017-09-25,2017-05-21,2017-11-20,2018-04-28,2627,7,15.13,73,94,39
788,Brésil,Basic,Mobile,Annulé,Comédie,PayPal,Allemand,2020-10-06,2021-03-19,2017-06-02,2020-04-02,393,93,15.7,29,59,54
789,Japon,Standard,TV,Actif,Comédie,Carte de crédit,Français,2023-08-28,2022-08-20,2019-05-30,2019-08-24,709,94,11.03,65,44,297
790,Canada,Standard,Mobile,Actif,Action,Chèque,Allemand,2015-09-22,2019-04-02,2020-05-05,2020-09-29,875,51,13.78,30,19,228
791,USA,Standard,PC,Annulé,Documentaire,Virement,Japonais,2021-01-14,2015-09-06,2017-06-25,2017-07-07,3976,54,11.21,41,68,210
792,Allemagne,Basic,Tablette,Annulé,Documentaire,Carte de crédit,Français,2017-06-29,2019-11-15,2016-11-18,2018-07-22,4046,97,13.65,64,45,137
793,USA,Basic,PC,Actif,Documentaire,Chèque,Japonais,2022-07-24,2016-06-16,2018-06-24,2023-08-27,4840,1,11.36,39,24,111
794,Brésil,Basic,PC,Annulé,Comédie,Carte de crédit,Japonais,2017-08-03,2018-03-25,2021-05-07,2022-01-07,3322,76,11.77,43,63,279
795,Inde,Basic,Tablette,Actif,Documentaire,Carte de crédit,Espagnol,2019-06-23,2016-05-02,2023-06-24,2023-12-06,3438,14,6.87,40,47,143
796,France,Premium,Mobile,Annulé,Horreur,Virement,Anglais,2017-12-22,2016-01-12,2015-12-19,2016-03-03,4619,91,12.0,55,92,146
797,France,Premium,Tablette,Annulé,Drame,Virement,Anglais,2017-09-11,2022-05-07,2018-10-28,2019-08-14,2185,51,12.97,46,65,196
798,France,Standard,Tablette,Actif,Action,Carte de crédit,Allemand,2022-04-26,2021-01-18,2023-02-14,2023-11-22,573,38,12.34,58,21,218
799,Allemagne,Basic,TV,Suspendu,Horreur,Virement,Espagnol,2019-08-21,2015-01-11,2018-12-01,2019-04-20,4506,29,8.18,18,95,285
800,France,Standard,PC,Suspendu,Horreur,PayPal,Allemand,2020-01-12,2017-11-24,2019-03-16,2019-09-20,4559,3,10.21,74,13,58
801,USA,Standard,PC,Annulé,Sci-Fi,Virement,Japonais,2022-12-18,2021-03-03,2017-11-02,2022-10-01,4374,68,9.8,59,35,280
802,Japon,Basic,TV,Suspendu,Action,Virement,Japonais,2015-03-09,2019-10-22,2021-08-01,2022-07-29,359,62,14.95,57,10,207
803,Canada,Standard,Tablette,Annulé,Comédie,PayPal,Anglais,2019-08-10,2023-12-09,2017-11-16,2018-07-07,3368,32,7.98,36,95,195
804,USA,Standard,Mobile,Annulé,Comédie,Virement,Allemand,2019-03-29,2018-06-27,2023-04-29,2024-03-23,4497,75,8.22,73,61,35
805,Brésil,Basic,Tablette,Suspendu,Action,Carte de crédit,Anglais,2019-12-06,2015-12-28,2020-06-05,2020-12-03,3283,39,7.2,67,93,16
806,France,Basic,Mobile,Annulé,Comédie,PayPal,Anglais,2017-02-02,2023-12-02,2019-06-29,2020-01-11,4436,65,9.24,57,61,138
807,Inde,Standard,Tablette,Annulé,Documentaire,Virement,Allemand,2021-10-04,2015-03-23,2016-08-09,2018-06-22,3122,41,14.09,38,94,29
808,Canada,Basic,Tablette,Actif,Comédie,Carte de crédit,Japonais,2017-09-17,2018-12-15,2019-07-04,2023-09-01,3463,88,7.84,28,32,293
809,USA,Standard,TV,Actif,Drame,PayPal,Hindi,2022-01-09,2020-08-12,2016-07-31,2017-03-31,74,84,13.23,38,93,237
810,Allemagne,Standard,Tablette,Actif,Comédie,Carte de crédit,Anglais,2015-12-02,2023-06-24,2022-06-22,2022-10-29,4105,73,8.94,22,28,236
811,France,Premium,Mobile,Suspendu,Documentaire,Chèque,Anglais,2023-06-03,2021-10-26,2021-05-25,2021-11-25,3916,77,10.89,65,60,190
812,USA,Basic,Mobile,Actif,Documentaire,PayPal,Hindi,2015-06-23,2021-04-06,2016-06-07,2023-07-16,3756,29,14.87,60,88,81
813,Japon,Premium,Tablette,Actif,Drame,Chèque,Hindi,2018-07-22,2023-12-28,2017-04-20,2021-02-10,2498,95,9.57,41,88,199
814,France,Standard,Mobile,Suspendu,Action,Chèque,Japonais,2020-01-31,2021-04-22,2023-09-14,2023-11-04,3451,54,10.85,55,20,192
815,Inde,Premium,PC,Annulé,Action,Chèque,Espagnol,2020-10-19,2023-06-21,2023-12-19,2024-04-05,2624,54,11.72,69,86,75
816,France,Basic,Mobile,Suspendu,Comédie,Chèque,Anglais,2019-11-21,2020-08-16,2021-05-16,2023-09-20,1312,99,13.65,29,59,97
817,USA,Premium,Mobile,Annulé,Comédie,Carte de crédit,Français,2016-06-10,2015-06-23,2023-10-25,2024-06-28,1294,88,8.75,57,57,161
818,Canada,Basic,Mobile,Actif,Drame,Virement,Français,2022-02-20,2021-10-31,2016-07-01,2023-07-19,1892,41,14.02,19,15,223
819,Japon,Premium,Tablette,Actif,Documentaire,Virement,Espagnol,2023-10-25,2023-09-17,2015-07-20,2015-12-25,2261,85,9.7,21,97,169
820,Inde,Basic,Mobile,Actif,Action,Virement,Espagnol,2023-01-29,2019-12-31,2016-06-14,2022-08-03,1678,43,8.17,45,3,298
821,Canada,Basic,Mobile,Annulé,Drame,PayPal,Français,2021-08-19,2019-02-03,2022-09-01,2022-11-08,290,50,13.06,37,13,170
822,USA,Standard,Tablette,Suspendu,Comédie,PayPal,Japonais,2019-12-08,2023-07-05,2020-12-24,2021-02-17,4247,86,11.62,18,70,17
823,USA,Standard,Mobile,Suspendu,Horreur,Virement,Français,2018-02-07,2023-01-09,2021-08-16,2022-07-19,840,14,10.31,30,72,258
824,Canada,Basic,PC,Actif,Horreur,Chèque,Hindi,2019-05-08,2023-09-12,2023-12-14,2024-06-12,4256,93,7.66,28,98,56
825,Japon,Standard,PC,Annulé,Action,Chèque,Français,2023-01-01,2020-11-04,2017-10-22,2020-06-23,1546,89,7.01,62,3,191
826,Inde,Premium,Mobile,Annulé,Action,Chèque,Français,2016-08-29,2019-11-04,2015-11-11,2015-12-21,274,14,12.01,44,52,130
827,Brésil,Standard,Tablette,Actif,Comédie,Carte de crédit,Espagnol,2023-05-04,2021-08-02,2018-09-15,2022-03-29,1992,91,13.19,41,16,145
828,Allemagne,Premium,TV,Suspendu,Documentaire,Carte de crédit,Hindi,2023-03-13,2023-01-09,2023-05-21,2024-05-18,475,51,8.06,22,41,259
829,Brésil,Basic,PC,Actif,Drame,PayPal,Anglais,2021-05-16,2022-02-28,2017-01-25,2022-07-16,802,21,7.02,20,81,112
830,Allemagne,Standard,TV,Suspendu,Documentaire,Carte de crédit,Anglais,2023-02-13,2022-09-04,2018-09-11,2020-07-31,1182,37,10.01,24,29,181
831,Brésil,Basic,PC,Actif,Sci-Fi,Chèque,Allemand,2019-06-27,2017-03-27,2018-12-29,2019-01-16,3989,58,10.33,56,16,53
832,Inde,Premium,PC,Suspendu,Horreur,Chèque,Espagnol,2019-10-19,2023-11-13,2017-10-11,2018-03-24,164,88,13.56,30,53,113
833,Allemagne,Standard,Tablette,Annulé,Drame,Carte de crédit,Hindi,2021-01-27,2020-11-13,2023-04-16,2023-05-08,3618,80,9.8,37,32,293
834,Japon,Premium,PC,Annulé,Action,PayPal,Français,2023-10-14,2020-04-16,2016-02-02,2016-04-19,3885,9,15.54,72,62,106
835,Allemagne,Basic,PC,Annulé,Drame,Carte de crédit,Hindi,2023-04-11,2020-10-26,2022-01-02,2022-04-09,4378,56,6.77,25,99,186
836,Brésil,Standard,PC,Suspendu,Documentaire,Virement,Espagnol,2016-06-16,2022-04-03,2023-07-31,2023-09-27,538,66,10.08,59,90,107
837,Canada,Premium,TV,Suspendu,Action,Virement,Hindi,2020-01-03,2016-01-26,2022-05-28,2022-09-15,2785,8,14.94,28,38,238
838,Brésil,Standard,PC,Actif,Sci-Fi,PayPal,Espagnol,2022-05-01,2021-05-17,2016-11-15,2021-12-24,4486,14,12.44,68,50,237
839,Allemagne,Standard,Mobile,Annulé,Horreur,Virement,Allemand,2016-09-18,2016-09-18,2015-04-28,2016-02-23,3464,40,14.5,61,51,272
840,Canada,Basic,PC,Annulé,Documentaire,Virement,Japonais,2016-09-20,2021-02-05,2019-05-11,2019-08-24,4450,40,13.23,47,49,201
841,France,Premium,TV,Annulé,Comédie,PayPal,Espagnol,2016-01-02,2016-03-25,2018-11-14,2023-06-21,1229,98,12.87,38,46,57
842,Inde,Basic,Tablette,Actif,Comédie,Chèque,Anglais,2017-07-18,2018-06-10,2020-02-23,2020-08-27,3474,59,9.36,64,77,195
843,USA,Premium,Tablette,Annulé,Drame,Chèque,Japonais,2019-08-07,2020-05-21,2023-08-26,2023-11-29,4953,48,11.56,64,24,30
844,France,Standard,PC,Annulé,Documentaire,Carte de crédit,Japonais,2021-10-05,2016-11-01,2020-02-18,2020-06-09,4183,41,11.32,21,35,192
845,Canada,Basic,TV,Actif,Sci-Fi,Carte de crédit,Hindi,2015-07-04,2021-03-27,2018-08-06,2021-07-11,2441,52,7.31,67,66,195
846,USA,Premium,TV,Actif,Horreur,Virement,Anglais,2023-04-21,2021-09-14,2017-06-02,2017-06-07,3868,86,9.8,28,90,2
847,France,Standard,Mobile,Suspendu,Horreur,Chèque,Japonais,2019-09-04,2017-10-23,2015-09-05,2016-03-12,901,24,15.47,58,4,183
848,Canada,Premium,TV,Suspendu,Horreur,PayPal,Français,2019-09-02,2023-08-27,2023-08-26,2024-02-21,1127,85,6.33,29,31,211
849,Allemagne,Standard,PC,Annulé,Drame,Carte de crédit,Hindi,2016-06-06,2019-12-06,2016-12-11,2021-06-20,3709,23,12.09,72,55,176
850,France,Standard,TV,Suspendu,Horreur,PayPal,Français,2019-12-10,2017-02-12,2018-01-04,2018-01-22,4075,72,11.14,67,21,13
851,France,Standard,Tablette,Annulé,Drame,PayPal,Allemand,2023-02-10,2019-07-14,2015-02-20,2017-04-12,677,38,14.95,24,83,107
852,France,Premium,TV,Annulé,Comédie,Carte de crédit,Espagnol,2016-03-19,2019-09-23,2017-03-08,2019-09-09,1411,6,11.33,35,64,275
853,France,Basic,Tablette,Actif,Action,Virement,Hindi,2018-01-14,2016-10-29,2018-09-03,2018-09-25,2995,68,7.92,48,17,64
854,Japon,Basic,Mobile,Actif,Sci-Fi,Carte de crédit,Français,2017-10-12,2021-02-22,2019-03-01,2019-06-17,2635,29,12.64,46,75,28
855,Canada,Premium,Tablette,Annulé,Documentaire,Virement,Japonais,2022-09-01,2023-12-14,2023-01-06,2023-11-17,908,38,6.88,36,72,109
856,Japon,Premium,PC,Suspendu,Sci-Fi,Carte de crédit,Allemand,2019-04-18,2019-10-24,2021-07-12,2023-08-08,3424,82,15.91,21,82,147
857,Inde,Standard,Tablette,Suspendu,Horreur,Chèque,Allemand,2017-05-17,2016-11-28,2018-06-12,2022-08-06,2398,93,6.92,32,66,19
858,Inde,Standard,PC,Actif,Horreur,Carte de crédit,Français,2023-11-17,2023-01-21,2021-07-22,2022-03-06,3710,98,8.42,62,27,6
859,France,Standard,TV,Suspendu,Comédie,Virement,Japonais,2022-06-13,2023-01-30,2016-12-15,2023-02-21,3450,62,7.75,31,40,237
860,Brésil,Basic,Mobile,Actif,Comédie,PayPal,Allemand,2016-05-07,2022-02-23,2019-10-24,2020-04-26,1478,10,8.99,19,49,91
861,Canada,Premium,PC,Actif,Sci-Fi,Virement,Allemand,2015-11-07,2022-01-20,2015-05-31,2022-10-26,358,36,11.03,71,86,182
862,France,Premium,Tablette,Actif,Documentaire,Virement,Japonais,2017-03-04,2017-11-21,2022-07-04,2023-02-04,2689,76,11.21,69,33,72
863,Allemagne,Premium,Mobile,Actif,Comédie,PayPal,Espagnol,2023-10-07,2020-05-15,2019-10-10,2022-02-21,408,37,9.06,47,17,255
864,Allemagne,Standard,Tablette,Suspendu,Comédie,PayPal,Espagnol,2020-01-09,2020-08-26,2018-04-17,2022-01-27,3608,6,13.64,40,77,84
865,Canada,Premium,Tablette,Annulé,Drame,Carte de crédit,Espagnol,2015-08-04,2023-02-06,2022-08-30,2023-08-15,3889,36,14.56,33,96,247
866,Brésil,Standard,TV,Actif,Documentaire,Carte de crédit,Espagnol,2020-05-10,2021-10-12,2015-07-05,2023-02-02,4977,29,12.57,22,66,281
867,France,Premium,Tablette,Suspendu,Documentaire,Carte de crédit,Japonais,2016-04-23,2015-05-26,2015-07-20,2017-04-11,3711,93,9.12,20,6,156
868,Brésil,Premium,PC,Annulé,Drame,Virement,Français,2023-09-17,2015-02-06,2022-04-11,2022-04-17,2282,88,8.92,72,4,106
869,Japon,Basic,Mobile,Suspendu,Drame,Chèque,Hindi,2021-02-23,2015-06-16,2016-06-12,2017-03-05,1571,49,8.59,36,55,162
870,USA,Basic,TV,Actif,Comédie,Chèque,Français,2016-04-21,2019-12-08,2020-06-20,2020-10-19,2604,26,8.06,69,30,260
871,Inde,Premium,PC,Annulé,Drame,Virement,Hindi,2018-07-28,2021-04-25,2015-05-24,2017-07-05,616,34,15.07,55,88,289
872,Brésil,Standard,Tablette,Suspendu,Comédie,PayPal,Anglais,2023-12-30,2020-12-07,2021-12-01,2022-09-28,3487,33,9.4,23,35,11
873,USA,Basic,PC,Suspendu,Drame,Virement,Japonais,2020-11-03,2019-06-04,2017-10-22,2018-06-16,1356,85,13.12,71,58,173
874,France,Basic,Mobile,Suspendu,Sci-Fi,Virement,Japonais,2019-09-26,2016-07-19,2019-12-09,2020-05-22,644,70,6.3,23,49,29
875,Canada,Basic,PC,Suspendu,Action,Chèque,Espagnol,2020-11-13,2019-11-04,2015-07-04,2017-08-16,106,76,10.46,30,49,197
876,Canada,Basic,Mobile,Actif,Horreur,Chèque,Allemand,2016-07-16,2020-04-18,2020-03-20,2021-03-01,2046,91,6.95,51,77,17
877,Brésil,Basic,TV,Actif,Horreur,Chèque,Espagnol,2016-10-16,2021-01-05,2021-04-23,2023-11-05,3644,26,8.1,44,11,169
878,Japon,Standard,Tablette,Actif,Comédie,Chèque,Français,2020-10-10,2023-10-19,2017-02-11,2017-11-29,4609,45,13.95,36,91,129
879,Japon,Basic,Mobile,Annulé,Sci-Fi,PayPal,Anglais,2018-09-30,2018-07-25,2020-07-07,2021-01-08,4342,5,9.09,33,53,183
880,France,Standard,PC,Annulé,Action,PayPal,Espagnol,2016-06-08,2023-04-02,2015-09-05,2022-12-28,104,83,14.01,74,39,177
881,Japon,Premium,Mobile,Suspendu,Action,Carte de crédit,Hindi,2023-08-22,2020-06-03,2017-06-15,2022-08-02,1877,62,9.67,34,92,55
882,USA,Basic,Mobile,Annulé,Documentaire,PayPal,Espagnol,2019-04-05,2017-10-12,2017-07-18,2019-06-26,630,76,14.24,36,56,179
883,Allemagne,Premium,Mobile,Annulé,Horreur,PayPal,Hindi,2023-10-19,2017-04-02,2021-08-27,2021-11-10,376,57,13.51,42,72,118
884,USA,Premium,TV,Suspendu,Drame,Carte de crédit,Allemand,2023-06-11,2020-07-14,2020-06-09,2021-09-24,1739,31,14.74,47,66,8
885,Japon,Premium,PC,Suspendu,Documentaire,Virement,Hindi,2016-11-30,2023-04-21,2022-04-16,2022-06-29,1090,85,7.81,46,24,62
886,Inde,Standard,TV,Actif,Drame,Virement,Japonais,2023-01-01,2021-03-02,2023-08-06,2024-07-15,2624,58,14.0,57,84,217
887,Japon,Premium,Mobile,Actif,Horreur,Virement,Français,2019-06-23,2021-06-19,2018-03-22,2020-12-01,446,58,12.47,62,35,197
888,Canada,Standard,Tablette,Annulé,Documentaire,Virement,Japonais,2019-07-28,2016-07-13,2016-06-03,2016-08-03,1655,46,15.33,74,83,253
889,Japon,Basic,TV,Actif,Horreur,PayPal,Hindi,2019-01-21,2021-03-14,2022-05-18,2022-09-30,3927,48,11.4,63,43,150
890,Inde,Standard,Tablette,Annulé,Sci-Fi,Carte de crédit,Anglais,2015-08-12,2018-08-03,2016-09-20,2017-01-11,4702,48,10.97,44,66,124
891,France,Premium,TV,Suspendu,Sci-Fi,Virement,Hindi,2022-07-18,2023-08-10,2019-02-19,2020-02-12,3611,13,14.52,38,21,38
892,Allemagne,Premium,Mobile,Suspendu,Sci-Fi,Chèque,Hindi,2022-12-29,2023-12-18,2017-08-29,2018-02-05,1378,59,7.39,71,7,250
