ID_Client,Date_Inscription,Moyen_Paiement,Préférences,Evaluations_Chauffeurs,Préférences_Musique,Dépense_Totale,Nombre_Trajets,Compte_Vérifié
1280,2022-11-20 18:53:03,PayPal,VIP,1.53,Rock,1386.12,34,True
1281,2022-08-14 04:22:17,Espèces,Famille,1.04,Hip-Hop,7460.57,183,True
1282,2020-02-09 20:43:49,Espèces,Standard,2.2,Classique,1386.12,34,True
1283,2019-07-28 07:02:55,Carte de Crédit,Standard,3.66,Classique,1059.97,26,True
1284,2018-03-07 02:59:14,PayPal,Famille,4.26,Pop,3342.99,82,True
1285,2020-07-06 18:51:03,PayPal,Famille,1.35,Pop,3954.51,97,False
1286,2020-11-06 12:46:17,Espèces,Eco,2.16,Jazz,7745.95,190,False
1287,2020-09-08 08:19:20,PayPal,VIP,4.19,Classique,6482.14,159,True
1288,2019-04-06 08:38:52,Carte de Crédit,Famille,3.56,Aucune,6482.14,159,True
1289,2021-06-07 12:59:49,Espèces,VIP,3.07,Classique,6971.35,171,True
1290,2022-09-10 10:10:19,Espèces,VIP,3.03,Pop,5299.86,130,True
1291,2022-04-15 07:57:09,Espèces,Standard,2.53,Classique,1671.49,41,True
1292,2018-12-24 15:09:18,Carte de Crédit,Standard,1.36,Classique,1141.51,28,False
1293,2018-06-20 07:20:14,Espèces,Famille,1.55,Classique,7623.65,187,True
1294,2018-06-27 16:28:18,PayPal,Eco,3.99,Rock,5952.15,146,True
1295,2019-07-10 20:59:16,Espèces,Eco,4.62,Hip-Hop,4239.89,104,True
1296,2021-03-05 23:57:35,PayPal,Standard,4.28,Pop,5666.77,139,True
1297,2019-07-04 17:03:43,Espèces,Eco,4.45,Jazz,4769.87,117,True
1298,2019-08-10 03:41:00,PayPal,Eco,4.36,Hip-Hop,7705.18,189,False
1299,2019-09-11 05:04:50,Espèces,Standard,1.8,Classique,1712.26,42,False
1300,2021-01-24 06:52:05,Carte de Crédit,Eco,3.95,Aucune,3179.92,78,True
1301,2019-12-30 10:28:00,PayPal,Standard,4.04,Jazz,5218.32,128,False
1302,2020-03-10 20:23:46,PayPal,Eco,2.52,Pop,7705.18,189,True
1303,2021-09-15 22:20:25,Carte de Crédit,Eco,3.09,Hip-Hop,2323.78,57,False
1304,2018-04-25 18:11:31,PayPal,Standard,4.74,Pop,6767.51,166,True
1305,2019-10-17 18:59:00,Espèces,Eco,1.89,Classique,1589.96,39,True
1306,2022-05-01 07:02:13,Espèces,Famille,1.01,Hip-Hop,1508.42,37,True
1307,2019-03-24 00:11:57,Espèces,Eco,4.17,Classique,2690.7,66,True
1308,2022-02-08 13:53:23,Espèces,Eco,3.7,Classique,3669.13,90,True
1309,2018-05-25 12:25:15,Carte de Crédit,Standard,2.35,Classique,570.75,14,True
1310,2018-01-01 07:56:22,PayPal,Standard,2.22,Rock,4851.41,119,True
1311,2020-11-22 02:15:53,PayPal,Famille,3.64,Classique,896.9,22,True
1312,2018-01-23 10:06:52,Espèces,Standard,1.19,Hip-Hop,3057.61,75,True
1313,2022-03-12 05:59:00,Espèces,Standard,2.71,Rock,4892.18,120,True
1314,2018-01-19 18:48:18,Espèces,Standard,2.29,Classique,5299.86,130,False
1315,2022-08-23 18:00:19,Espèces,Eco,3.89,Pop,1508.42,37,False
1316,2020-01-26 00:18:55,Carte de Crédit,Famille,3.34,Classique,6278.3,154,True
1317,2019-02-08 04:44:15,Carte de Crédit,Standard,4.42,Pop,4484.5,110,True
1318,2019-11-23 20:51:49,Carte de Crédit,Standard,1.58,Pop,3628.37,89,True
1319,2022-11-03 09:58:36,Espèces,Famille,2.69,Hip-Hop,3383.76,83,True
1320,2018-01-14 20:43:40,Carte de Crédit,Famille,3.02,Rock,0.0,0,False
1321,2019-07-02 08:35:18,Espèces,Standard,1.1,Pop,2446.09,60,True
1322,2021-07-14 10:58:12,Carte de Crédit,Eco,3.77,Jazz,2690.7,66,True
1323,2021-08-13 22:26:44,Espèces,VIP,3.9,Jazz,7623.65,187,False
1324,2020-07-21 23:11:50,Espèces,Standard,3.46,Classique,5299.86,130,True
1325,2018-03-18 12:26:30,Espèces,Famille,4.69,Classique,2201.48,54,True
1326,2018-09-30 17:31:48,PayPal,Famille,1.28,Jazz,3098.38,76,True
1327,2020-01-09 10:15:55,PayPal,VIP,4.75,Hip-Hop,4647.57,114,True
1328,2020-07-30 03:21:57,Carte de Crédit,VIP,1.58,Rock,5177.56,127,True
1329,2020-07-17 09:06:09,Espèces,VIP,1.04,Aucune,285.38,7,False
1330,2018-07-04 08:41:58,Carte de Crédit,VIP,3.96,Aucune,448.45,11,False
1331,2021-03-14 09:24:14,Espèces,Famille,2.4,Aucune,1386.12,34,True
1332,2021-10-21 07:20:05,Espèces,VIP,1.1,Rock,7297.5,179,False
1333,2022-03-30 11:23:59,Espèces,Eco,3.15,Rock,4076.82,100,False
1334,2019-09-13 06:09:13,Carte de Crédit,Eco,3.61,Rock,4647.57,114,False
1335,2022-05-25 12:16:53,PayPal,Eco,1.3,Aucune,7909.02,194,True
1336,2020-08-28 11:50:04,Espèces,VIP,3.52,Hip-Hop,1263.81,31,True
1337,2019-05-18 08:23:11,Espèces,Eco,4.93,Classique,1671.49,41,True
1338,2021-12-17 21:18:40,PayPal,VIP,4.41,Hip-Hop,5381.4,132,False
1339,2018-11-18 12:06:08,PayPal,Standard,4.5,Classique,2079.18,51,True
1340,2018-07-08 13:02:53,PayPal,Standard,3.67,Rock,1753.03,43,False
1341,2018-12-14 05:53:38,Carte de Crédit,VIP,4.46,Jazz,1019.2,25,True
1342,2019-12-17 23:25:20,PayPal,Standard,4.88,Classique,326.15,8,True
1343,2021-07-23 10:15:50,PayPal,Standard,4.56,Rock,2201.48,54,True
1344,2022-07-07 00:52:28,Espèces,Famille,3.5,Hip-Hop,5422.16,133,True
1345,2021-05-03 22:51:26,Carte de Crédit,VIP,1.21,Hip-Hop,3587.6,88,True
1346,2021-08-26 04:55:01,Espèces,Famille,1.16,Classique,5381.4,132,False
1347,2022-01-08 00:30:55,Espèces,VIP,1.39,Hip-Hop,6522.9,160,False
1348,2022-07-18 10:22:19,Carte de Crédit,Standard,1.75,Rock,1141.51,28,False
1349,2022-05-13 03:37:26,PayPal,Famille,1.12,Hip-Hop,4851.41,119,True
1350,2019-06-29 11:21:17,Carte de Crédit,Eco,2.19,Rock,4729.11,116,True
1351,2021-11-19 13:42:08,PayPal,Standard,1.33,Hip-Hop,6237.53,153,True
1352,2019-02-08 21:37:03,Espèces,Eco,2.55,Classique,122.3,3,True
1353,2019-06-25 17:45:25,Espèces,Standard,2.17,Aucune,4199.12,103,True
1354,2018-01-14 22:09:39,Carte de Crédit,Standard,4.26,Aucune,1141.51,28,False
1355,2019-03-28 03:59:14,Espèces,Famille,2.53,Rock,6155.99,151,True
1356,2020-01-10 01:06:26,Espèces,VIP,4.95,Pop,7868.25,193,False
1357,2021-02-27 19:37:06,Carte de Crédit,Eco,4.87,Rock,7379.04,181,True
1358,2022-01-29 00:36:35,Carte de Crédit,Standard,4.6,Classique,2853.77,70,True
1359,2018-04-17 03:56:45,Carte de Crédit,Standard,4.47,Hip-Hop,2609.16,64,True
1360,2021-02-09 14:14:06,PayPal,Famille,2.71,Rock,4117.58,101,True
1361,2022-08-21 23:03:21,Espèces,VIP,2.21,Classique,1793.8,44,True
1362,2021-10-16 22:46:53,PayPal,VIP,2.61,Classique,5096.02,125,True
1363,2022-03-18 00:18:57,PayPal,Eco,2.25,Rock,8072.09,198,True
1364,2022-12-03 10:49:34,Espèces,Famille,4.97,Rock,3465.29,85,True
1365,2019-12-01 14:34:44,Carte de Crédit,Eco,3.85,Jazz,5462.93,134,True
1366,2021-10-09 12:38:07,Carte de Crédit,Standard,4.34,Aucune,2160.71,53,False
1367,2019-03-22 20:14:12,Espèces,Famille,3.63,Jazz,6971.35,171,False
1368,2018-07-26 22:03:53,PayPal,Famille,3.74,Rock,2038.41,50,True
1369,2018-03-30 16:14:09,Carte de Crédit,VIP,3.36,Pop,3995.28,98,True
1370,2020-04-20 18:02:24,PayPal,Standard,4.8,Rock,448.45,11,True
1371,2021-09-13 13:34:16,PayPal,Standard,4.7,Jazz,2853.77,70,False
1372,2020-06-25 15:12:10,Espèces,VIP,3.59,Hip-Hop,5952.15,146,True
1373,2020-02-22 04:36:07,Carte de Crédit,Standard,4.08,Aucune,6645.21,163,False
1374,2018-09-16 02:03:38,Espèces,Famille,3.87,Rock,7745.95,190,True
1375,2018-12-07 00:08:17,Carte de Crédit,Standard,2.76,Pop,1467.65,36,True
1376,2021-12-28 22:55:52,Carte de Crédit,Eco,2.88,Classique,5381.4,132,True
1377,2018-08-13 13:14:14,PayPal,VIP,2.69,Aucune,2649.93,65,False
1378,2022-02-25 03:38:29,Carte de Crédit,Famille,3.7,Pop,5626.01,138,False
1379,2019-09-19 11:24:14,PayPal,VIP,2.21,Pop,5585.24,137,True
1380,2021-10-23 23:43:27,Carte de Crédit,Standard,3.49,Classique,3709.9,91,True
1381,2021-07-05 11:15:06,Carte de Crédit,Famille,2.24,Aucune,0.0,0,False
1382,2018-11-06 20:18:25,Carte de Crédit,VIP,3.96,Hip-Hop,1059.97,26,True
1383,2018-06-18 07:24:39,Espèces,Eco,4.0,Jazz,2446.09,60,True
1384,2018-06-02 16:42:52,Espèces,Eco,1.96,Hip-Hop,3057.61,75,True
1385,2019-04-18 17:12:32,Carte de Crédit,Famille,1.37,Pop,6726.75,165,False
1386,2019-12-04 05:36:26,PayPal,Standard,2.09,Hip-Hop,7990.56,196,True
1387,2019-11-14 01:35:43,Espèces,Eco,1.89,Jazz,2649.93,65,False
1388,2019-09-17 10:27:58,Espèces,Standard,1.98,Classique,4606.8,113,False
1389,2021-08-15 16:21:35,Espèces,VIP,2.71,Classique,6645.21,163,True
1390,2020-02-19 02:03:56,Carte de Crédit,Standard,1.78,Classique,1100.74,27,True
1391,2018-11-13 02:07:47,PayPal,Eco,2.4,Pop,2119.94,52,False
1392,2020-05-23 11:55:40,Espèces,VIP,4.72,Classique,7501.34,184,True
1393,2022-02-20 17:35:18,Espèces,Famille,1.35,Aucune,7093.66,174,True
1394,2020-12-14 23:03:33,Carte de Crédit,Eco,1.94,Jazz,5585.24,137,False
1395,2018-09-18 15:10:12,PayPal,Famille,1.67,Jazz,7134.43,175,False
1396,2021-08-08 20:51:35,Espèces,Famille,3.79,Jazz,5136.79,126,True
1397,2020-07-17 06:12:10,Carte de Crédit,Eco,3.79,Classique,4443.73,109,True
1398,2022-06-21 11:58:03,Espèces,Eco,3.91,Hip-Hop,5707.54,140,True
1399,2021-12-15 16:55:14,Carte de Crédit,Eco,3.15,Classique,2894.54,71,True
1400,2018-03-01 19:30:28,PayPal,Eco,4.67,Hip-Hop,5055.25,124,False
1401,2021-05-14 20:12:45,Espèces,VIP,2.43,Pop,4484.5,110,True
1402,2019-10-24 15:13:30,Carte de Crédit,Eco,4.81,Rock,774.59,19,True
1403,2022-03-02 02:01:56,Espèces,Famille,2.14,Aucune,1426.89,35,True
1404,2018-11-30 09:18:49,PayPal,Standard,4.09,Classique,1712.26,42,True
1405,2021-02-20 19:04:46,PayPal,Standard,4.12,Classique,693.06,17,True
1406,2022-10-13 21:34:42,PayPal,Standard,4.33,Jazz,4851.41,119,True
1407,2022-02-16 10:08:41,Carte de Crédit,Eco,2.98,Hip-Hop,5014.48,123,True
1408,2018-08-19 07:40:44,PayPal,VIP,3.52,Jazz,6726.75,165,False
1409,2021-03-04 08:27:28,Carte de Crédit,Famille,1.11,Rock,5503.7,135,False
1410,2018-08-24 10:49:07,Espèces,Famille,3.82,Aucune,1875.34,46,True
1411,2021-05-16 04:14:53,Carte de Crédit,Standard,1.58,Pop,3995.28,98,True
1412,2018-09-29 08:58:38,PayPal,Famille,2.68,Pop,366.91,9,False
1413,2019-10-06 15:19:49,Espèces,Eco,4.24,Jazz,4647.57,114,True
1414,2022-12-25 01:54:06,PayPal,Standard,1.79,Jazz,326.15,8,True
1415,2021-11-16 07:05:19,Carte de Crédit,Famille,3.86,Aucune,5707.54,140,False
1416,2019-06-27 21:31:28,PayPal,VIP,3.85,Aucune,2690.7,66,True
1417,2019-09-02 06:32:45,Carte de Crédit,VIP,4.05,Jazz,5014.48,123,True
1418,2021-03-16 11:28:00,Espèces,Eco,1.26,Pop,1426.89,35,True
1419,2022-08-08 20:35:29,Carte de Crédit,Standard,4.67,Jazz,6196.76,152,True
1420,2022-09-26 17:46:38,Espèces,Eco,2.26,Pop,7419.8,182,False
1421,2019-02-11 02:44:37,PayPal,Eco,2.91,Jazz,1916.1,47,True
1422,2022-07-16 12:29:42,Carte de Crédit,Standard,4.58,Rock,203.84,5,True
1423,2021-03-21 21:17:01,Carte de Crédit,Famille,3.21,Hip-Hop,5340.63,131,False
1424,2021-10-04 08:57:36,Carte de Crédit,Eco,4.48,Rock,3954.51,97,False
1425,2018-07-28 00:28:32,PayPal,Eco,3.4,Jazz,2649.93,65,True
1426,2019-08-12 04:44:36,Espèces,Standard,3.68,Jazz,5096.02,125,True
1427,2022-09-15 16:28:34,Carte de Crédit,Famille,3.61,Rock,7501.34,184,True
1428,2022-05-19 18:49:28,PayPal,Standard,3.08,Jazz,7215.96,177,True
1429,2022-05-16 17:52:40,Carte de Crédit,Standard,2.98,Aucune,5381.4,132,True
1430,2022-01-08 20:08:36,PayPal,Eco,4.48,Rock,6074.46,149,True
1431,2020-03-01 18:07:31,Carte de Crédit,Standard,2.74,Aucune,5503.7,135,True
1432,2022-02-01 20:30:26,Espèces,Standard,3.57,Pop,2813.0,69,False
1433,2020-01-20 17:27:27,PayPal,Eco,2.77,Hip-Hop,4892.18,120,True
1434,2022-12-28 12:00:09,PayPal,VIP,2.01,Jazz,2772.23,68,True
1435,2019-11-20 01:33:34,Carte de Crédit,Eco,4.69,Aucune,5096.02,125,False
1436,2018-12-27 23:30:19,PayPal,Famille,2.38,Jazz,7949.79,195,False
1437,2019-10-24 09:52:44,Espèces,Famille,4.97,Rock,6889.82,169,True
1438,2018-12-04 05:17:48,PayPal,Famille,4.03,Jazz,1223.04,30,True
1439,2022-06-26 14:10:26,Carte de Crédit,Famille,3.23,Jazz,2283.02,56,True
1440,2018-01-04 22:55:36,Espèces,Famille,1.44,Jazz,3057.61,75,True
1441,2019-09-05 14:59:51,Carte de Crédit,Famille,4.06,Aucune,3913.74,96,False
1442,2020-02-06 02:48:49,PayPal,Standard,3.42,Rock,4362.19,107,False
1443,2021-10-19 01:57:58,Carte de Crédit,Famille,1.9,Jazz,6726.75,165,False
1444,2022-09-08 09:57:24,Espèces,VIP,3.85,Rock,1630.73,40,True
1445,2018-08-30 23:22:50,PayPal,Eco,2.67,Classique,5503.7,135,False
1446,2021-11-08 00:37:13,PayPal,VIP,1.05,Aucune,203.84,5,True
1447,2018-09-13 23:29:02,Carte de Crédit,Eco,3.57,Hip-Hop,3016.84,74,True
1448,2020-09-30 09:14:43,Espèces,Eco,1.91,Hip-Hop,3750.67,92,False
1449,2022-02-17 16:20:19,PayPal,Famille,4.49,Aucune,6930.59,170,True
1450,2019-07-17 09:33:31,Espèces,Eco,3.09,Pop,4117.58,101,True
1451,2021-01-27 15:43:09,Espèces,VIP,1.16,Aucune,2731.47,67,False
1452,2020-10-09 06:28:10,Espèces,Famille,2.45,Hip-Hop,7623.65,187,True
1453,2022-06-18 14:25:41,Espèces,Standard,2.57,Rock,1671.49,41,False
1454,2022-10-11 02:40:59,Espèces,VIP,1.69,Aucune,5666.77,139,True
1455,2022-03-25 19:12:20,PayPal,Standard,2.36,Classique,8112.86,199,True
1456,2022-02-18 01:35:30,PayPal,Eco,4.37,Rock,3709.9,91,True
1457,2019-12-26 11:12:55,Carte de Crédit,Standard,3.94,Rock,2160.71,53,False
1458,2021-01-05 12:31:55,PayPal,Standard,2.61,Aucune,4362.19,107,False
1459,2021-08-14 09:44:22,PayPal,Eco,2.2,Pop,3139.15,77,False
1460,2019-05-27 18:17:57,PayPal,VIP,1.48,Jazz,2323.78,57,False
1461,2019-01-31 03:03:43,Carte de Crédit,VIP,4.47,Pop,5789.08,142,False
1462,2021-01-10 05:15:57,PayPal,Famille,2.4,Aucune,0.0,0,False
1463,2019-01-08 20:06:24,Espèces,Standard,3.96,Hip-Hop,5707.54,140,False
1464,2021-11-23 10:14:54,Carte de Crédit,Standard,4.0,Jazz,5259.09,129,True
1465,2018-09-13 12:00:16,Espèces,Famille,2.59,Jazz,4892.18,120,False
1466,2021-01-12 04:40:19,Carte de Crédit,VIP,1.57,Pop,6808.28,167,True
1467,2022-12-22 01:39:39,PayPal,VIP,4.12,Aucune,570.75,14,True
1468,2021-11-28 12:34:59,Espèces,Famille,3.25,Classique,6930.59,170,False
1469,2018-06-05 00:20:57,PayPal,VIP,3.17,Classique,652.29,16,True
1470,2018-01-23 13:21:16,Espèces,Eco,2.87,Classique,7582.88,186,True
1471,2021-01-02 03:01:54,Carte de Crédit,Standard,1.66,Hip-Hop,4892.18,120,False
1472,2020-01-27 07:14:47,PayPal,VIP,1.43,Classique,5177.56,127,False
1473,2022-06-10 21:51:48,Carte de Crédit,Standard,3.12,Rock,4280.66,105,False
1474,2022-03-22 09:29:05,PayPal,VIP,4.61,Jazz,2201.48,54,True
1475,2019-10-25 17:44:17,PayPal,Standard,4.2,Classique,1304.58,32,False
1476,2021-10-07 18:33:13,Carte de Crédit,Standard,2.01,Classique,7827.49,192,True
1477,2021-05-11 22:47:14,Espèces,Eco,1.18,Hip-Hop,2690.7,66,True
1478,2020-10-12 20:56:56,Espèces,Eco,3.45,Pop,7052.89,173,True
1479,2019-10-23 10:06:22,PayPal,Eco,3.64,Rock,489.22,12,True
1480,2019-08-15 15:20:59,PayPal,VIP,1.56,Classique,978.44,24,False
1481,2022-08-12 15:37:18,Espèces,Famille,5.0,Aucune,1712.26,42,False
1482,2022-05-29 08:36:39,Carte de Crédit,Standard,4.87,Jazz,529.99,13,False
1483,2021-10-17 05:56:51,PayPal,VIP,4.07,Pop,6971.35,171,True
1484,2019-10-28 21:57:06,Carte de Crédit,Eco,3.3,Rock,3057.61,75,False
1485,2022-03-13 09:52:10,Espèces,Standard,2.73,Jazz,6604.44,162,True
1486,2020-09-20 16:06:23,Espèces,VIP,2.8,Rock,3506.06,86,True
1487,2021-06-08 04:38:35,Espèces,Standard,2.0,Hip-Hop,6115.22,150,True
1488,2018-12-09 21:27:15,Espèces,VIP,2.68,Classique,1059.97,26,True
1489,2022-12-04 13:39:48,Espèces,Eco,2.93,Rock,652.29,16,True
1490,2018-04-01 23:33:59,Espèces,VIP,1.36,Pop,7460.57,183,True
1491,2021-09-18 17:35:43,Espèces,VIP,1.81,Classique,3709.9,91,True
1492,2022-05-24 06:14:54,Espèces,Standard,4.11,Rock,7215.96,177,False
1493,2021-04-09 15:24:45,Carte de Crédit,VIP,3.1,Rock,4402.96,108,True
1494,2018-12-19 02:01:33,PayPal,Eco,1.17,Jazz,1916.1,47,True
1495,2021-06-25 06:40:13,Espèces,Famille,3.75,Pop,7868.25,193,True
1496,2018-03-20 14:10:18,PayPal,Famille,1.9,Pop,1263.81,31,True
1497,2018-06-07 11:31:23,PayPal,Standard,2.86,Aucune,652.29,16,False
1498,2021-10-25 23:41:08,Espèces,Eco,3.67,Pop,5177.56,127,True
1499,2019-06-12 22:28:54,PayPal,VIP,3.6,Jazz,7582.88,186,True
1500,2019-07-24 02:11:00,PayPal,VIP,4.02,Jazz,529.99,13,True
